,X.1,X,Date,AveragePrice,Total.Volume,X4046,X4225,X4770,Total.Bags,Small.Bags,Large.Bags,XLarge.Bags,type,year,region,Markets,Revenue
446,446,29,6/7/15,1.07,234981.67,10630.01,146360.2,14601.72,63389.74,23651.85,36952.36,2785.53,conventional,2015,CincinnatiDayton,Great Lakes,251430.3869
447,447,30,5/31/15,1.06,222382.69,10459.41,143893.61,4652.39,63377.28,20976.26,41425.81,975.21,conventional,2015,CincinnatiDayton,Great Lakes,235725.6514
448,448,31,5/24/15,1.1,222390.09,10258.51,152036.29,4490.78,55604.51,24486.78,30170.62,947.11,conventional,2015,CincinnatiDayton,Great Lakes,244629.099
449,449,32,5/17/15,1.04,234579.34,10239.98,150323.91,14523.82,59491.63,18091.92,38536.09,2863.62,conventional,2015,CincinnatiDayton,Great Lakes,243962.5136
450,450,33,5/10/15,1.06,259598.76,11982.39,172173.77,2408.09,73034.51,22506.92,50265.04,262.55,conventional,2015,CincinnatiDayton,Great Lakes,275174.6856
451,451,34,5/3/15,1.08,238140.96,11468.92,162213.47,7282.09,57176.48,18315.96,37361.33,1499.19,conventional,2015,CincinnatiDayton,Great Lakes,257192.2368
452,452,35,4/26/15,1.06,214469.51,8217.17,138764.19,6904.19,60583.96,21522.31,37783.16,1278.49,conventional,2015,CincinnatiDayton,Great Lakes,227337.6806
453,453,36,4/19/15,1.02,226978.72,8229.4,144900.84,12959.1,60889.38,35196.33,23101.71,2591.34,conventional,2015,CincinnatiDayton,Great Lakes,231518.2944
454,454,37,4/12/15,1.02,188937.83,11176.67,120830.33,1306.19,55624.64,38219.34,17270.02,135.28,conventional,2015,CincinnatiDayton,Great Lakes,192716.5866
455,455,38,4/5/15,1.06,196168.6,7516.57,135093.59,2508.15,51050.29,36567.48,14361.02,121.79,conventional,2015,CincinnatiDayton,Great Lakes,207938.716
456,456,39,3/29/15,0.95,198365.16,3014.53,122178,2448.36,70724.27,46587.15,23745.65,391.47,conventional,2015,CincinnatiDayton,Great Lakes,188446.902
457,457,40,3/22/15,0.98,212719.94,2968.26,137560.99,23368.18,48822.51,11317.29,31773.08,5732.14,conventional,2015,CincinnatiDayton,Great Lakes,208465.5412
458,458,41,3/15/15,0.94,196008.57,3550.62,131234.14,3387.38,57836.43,19570.41,37402.27,863.75,conventional,2015,CincinnatiDayton,Great Lakes,184248.0558
459,459,42,3/8/15,0.87,219110.81,3470.71,147536.24,3678.29,64425.57,30834.06,32786.33,805.18,conventional,2015,CincinnatiDayton,Great Lakes,190626.4047
460,460,43,3/1/15,0.89,226951.64,3610.46,157400.74,18680.72,47259.72,14963.96,28229.86,4065.9,conventional,2015,CincinnatiDayton,Great Lakes,201986.9596
461,461,44,2/22/15,0.93,183072.02,4431.56,134258.95,3240.16,41141.35,18685.14,21703.66,752.55,conventional,2015,CincinnatiDayton,Great Lakes,170256.9786
462,462,45,2/15/15,0.94,169950.37,4399.26,122866.03,3067.22,39617.86,21356.07,17556.58,705.21,conventional,2015,CincinnatiDayton,Great Lakes,159753.3478
463,463,46,2/8/15,0.93,186617.2,4246.12,140926.77,4185.64,37258.67,17773.67,18571.14,913.86,conventional,2015,CincinnatiDayton,Great Lakes,173553.996
464,464,47,2/1/15,0.86,300905.18,4665.89,224967.68,19442.29,51829.32,15335.37,31756.14,4737.81,conventional,2015,CincinnatiDayton,Great Lakes,258778.4548
465,465,48,1/25/15,0.93,213554.45,3617.45,162644.69,656.23,46636.08,20650.03,25970.02,16.03,conventional,2015,CincinnatiDayton,Great Lakes,198605.6385
466,466,49,1/18/15,0.93,175681.09,3333.29,128858.15,1086.61,42403.04,24024.17,18264.75,114.12,conventional,2015,CincinnatiDayton,Great Lakes,163383.4137
467,467,50,1/11/15,0.92,201392.27,3612.86,153100.22,1203.53,43475.66,17035.73,26345.43,94.5,conventional,2015,CincinnatiDayton,Great Lakes,185280.8884
468,468,51,1/4/15,0.88,228569.58,3274.3,168764.78,1447.06,55083.44,17525.31,37445.46,112.67,conventional,2015,CincinnatiDayton,Great Lakes,201141.2304
469,469,0,12/27/15,0.99,107565.04,41808.54,27120.67,15564.05,23071.78,15032.43,3874.64,4164.71,conventional,2015,Columbus,Great Lakes,106489.3896
470,470,1,12/20/15,1.03,117393.22,57557.75,23198.49,16370.5,20266.48,11760.83,4248.29,4257.36,conventional,2015,Columbus,Great Lakes,120915.0166
471,471,2,12/13/15,1.03,124617.07,69742.59,21750.83,12957.84,20165.81,14642.3,4307.42,1216.09,conventional,2015,Columbus,Great Lakes,128355.5821
472,472,3,12/6/15,0.99,137195.59,60376.23,33565.14,24435.11,18819.11,12451.6,3866.86,2500.65,conventional,2015,Columbus,Great Lakes,135823.6341
473,473,4,11/29/15,1.03,97235.6,40352.94,22858.09,16653.11,17371.46,12106.21,4115.58,1149.67,conventional,2015,Columbus,Great Lakes,100152.668
474,474,5,11/22/15,1.04,115089.62,50334.8,25643.76,20730.65,18380.41,13855.13,2827.12,1698.16,conventional,2015,Columbus,Great Lakes,119693.2048
475,475,6,11/15/15,0.99,117462.94,52474.75,26705.74,15258.85,23023.6,19594.87,2618.43,810.3,conventional,2015,Columbus,Great Lakes,116288.3106
476,476,7,11/8/15,0.95,152084.79,61494.68,35336.71,29583.9,25669.5,14899.79,6935.32,3834.39,conventional,2015,Columbus,Great Lakes,144480.5505
477,477,8,11/1/15,0.99,135237.01,58162.23,31821.24,23764.43,21489.11,14668.1,3691.47,3129.54,conventional,2015,Columbus,Great Lakes,133884.6399
478,478,9,10/25/15,1.04,119210.27,59745.47,23351.18,19024.16,17089.46,11461.37,3925.91,1702.18,conventional,2015,Columbus,Great Lakes,123978.6808
479,479,10,10/18/15,0.98,137773.84,62590.79,33116.75,18606.59,23459.71,18601.8,4384.37,473.54,conventional,2015,Columbus,Great Lakes,135018.3632
480,480,11,10/11/15,0.9,145305.65,57480.41,39207.76,24724.8,23892.68,16946.85,4765.93,2179.9,conventional,2015,Columbus,Great Lakes,130775.085
481,481,12,10/4/15,0.93,134326.53,53606.35,38396.06,23069.29,19254.83,14952.36,2202.87,2099.6,conventional,2015,Columbus,Great Lakes,124923.6729
482,482,13,9/27/15,1.02,137298.77,66587.59,33743.19,18527.75,18440.24,10970.85,5538.06,1931.33,conventional,2015,Columbus,Great Lakes,140044.7454
483,483,14,9/20/15,1,165068.86,86031.9,31599.19,26200.37,21237.4,12029.73,4671.88,4535.79,conventional,2015,Columbus,Great Lakes,165068.86
484,484,15,9/13/15,1.02,169025.14,86159.05,31464.67,26703.23,24698.19,17099.64,4201.55,3397,conventional,2015,Columbus,Great Lakes,172405.6428
485,485,16,9/6/15,1.04,144563.15,61052.61,40880.96,20842.4,21787.18,16533.98,3611.52,1641.68,conventional,2015,Columbus,Great Lakes,150345.676
486,486,17,8/30/15,1.03,147230.76,64531.04,32172.79,25751.74,24775.19,16928.02,4937.44,2909.73,conventional,2015,Columbus,Great Lakes,151647.6828
487,487,18,8/23/15,1.08,130920.97,64597.94,29728.3,15723.09,20871.64,14961.58,5010.51,899.55,conventional,2015,Columbus,Great Lakes,141394.6476
488,488,19,8/16/15,1.03,155881.73,63291.37,36257.41,32383.88,23949.07,15230.44,4314.54,4404.09,conventional,2015,Columbus,Great Lakes,160558.1819
489,489,20,8/9/15,1,167387.9,64121.12,52440.39,20857.42,29968.97,20668,7460.64,1840.33,conventional,2015,Columbus,Great Lakes,167387.9
490,490,21,8/2/15,1.05,148597.91,77973.44,30063.76,17344.74,23215.97,17997.33,3281.88,1936.76,conventional,2015,Columbus,Great Lakes,156027.8055
491,491,22,7/26/15,1.02,159846.2,91758.41,25540.09,13557.25,28990.45,23981.05,3986.29,1023.11,conventional,2015,Columbus,Great Lakes,163043.124
492,492,23,7/19/15,1.05,159137.17,75080.98,33397.18,24209.42,26449.59,21845.65,2442.62,2161.32,conventional,2015,Columbus,Great Lakes,167094.0285
493,493,24,7/12/15,1.04,143992.91,69964.42,32449.21,16034.68,25544.6,22605.91,2366.05,572.64,conventional,2015,Columbus,Great Lakes,149752.6264
494,494,25,7/5/15,0.98,173370.68,79063.5,39343.65,24674.62,30288.91,24909.93,4244.24,1134.74,conventional,2015,Columbus,Great Lakes,169903.2664
495,495,26,6/28/15,0.94,159970.54,72752.84,38877.79,12796.57,35543.34,29338.02,5683.66,521.66,conventional,2015,Columbus,Great Lakes,150372.3076
496,496,27,6/21/15,0.99,164161.25,67311.23,40382.51,24529.19,31938.32,24969.38,4739.34,2229.6,conventional,2015,Columbus,Great Lakes,162519.6375
497,497,28,6/14/15,1.01,171353.59,83138.56,33535.09,20023.58,34656.36,27204.22,6030.43,1421.71,conventional,2015,Columbus,Great Lakes,173067.1259
498,498,29,6/7/15,1.03,187983.88,92110.97,33225.37,29167.3,33480.24,23654.01,5888.63,3937.6,conventional,2015,Columbus,Great Lakes,193623.3964
499,499,30,5/31/15,1.1,143985.96,80729.03,21813.84,13935.13,27507.96,21434.49,4733.2,1340.27,conventional,2015,Columbus,Great Lakes,158384.556
500,500,31,5/24/15,1.01,171879.57,85510.9,37314.24,14261.54,34792.89,22680.26,10832.31,1280.32,conventional,2015,Columbus,Great Lakes,173598.3657
501,501,32,5/17/15,1,180511.78,97341.26,38624.07,22934.89,21611.56,15997.43,2463.86,3150.27,conventional,2015,Columbus,Great Lakes,180511.78
502,502,33,5/10/15,1.1,162802.65,97879.64,27581.34,10126.3,27215.37,23689.19,2796.71,729.47,conventional,2015,Columbus,Great Lakes,179082.915
503,503,34,5/3/15,0.99,176737.77,79998.58,53621.15,15882.39,27235.65,16302.79,9726.39,1206.47,conventional,2015,Columbus,Great Lakes,174970.3923
504,504,35,4/26/15,1.02,161438.17,87214.58,28964.04,16624.25,28635.3,22384.1,4959.65,1291.55,conventional,2015,Columbus,Great Lakes,164666.9334
505,505,36,4/19/15,1,172913.44,80303.92,40370.03,26369.27,25870.22,20819.2,1861.68,3189.34,conventional,2015,Columbus,Great Lakes,172913.44
506,506,37,4/12/15,1.07,129397.39,66513.95,28065.91,9955.72,24861.81,23837.01,840.46,184.34,conventional,2015,Columbus,Great Lakes,138455.2073
507,507,38,4/5/15,1.09,126109.82,67298.39,30313.37,9926.54,18571.52,17853.07,642.52,75.93,conventional,2015,Columbus,Great Lakes,137459.7038
508,508,39,3/29/15,0.96,139065.31,72473.25,25151.42,8711.76,32728.88,31416,937.48,375.4,conventional,2015,Columbus,Great Lakes,133502.6976
509,509,40,3/22/15,0.94,182625.49,101143.03,40165.62,24995.65,16321.19,9158.76,2691.96,4470.47,conventional,2015,Columbus,Great Lakes,171667.9606
510,510,41,3/15/15,1.01,149884.1,90582.35,27040.2,9632.1,22629.45,18487.57,3462.12,679.76,conventional,2015,Columbus,Great Lakes,151382.941
511,511,42,3/8/15,0.95,141281.56,56323.87,37382.46,11404.82,36170.41,29553.3,5482.53,1134.58,conventional,2015,Columbus,Great Lakes,134217.482
512,512,43,3/1/15,1.03,136795.35,55610.59,36034.55,25775.13,19375.08,13297.29,1837.6,4240.19,conventional,2015,Columbus,Great Lakes,140899.2105
513,513,44,2/22/15,1.09,114280.87,56131.64,26134.29,10603.51,21411.43,18266.69,2275.13,869.61,conventional,2015,Columbus,Great Lakes,124566.1483
514,514,45,2/15/15,1.05,106663.68,52221.93,20939.99,8939.85,24561.91,22104.1,1860.18,597.63,conventional,2015,Columbus,Great Lakes,111996.864
515,515,46,2/8/15,0.96,128078.27,76792.99,23238.8,7652.85,20393.63,17859.26,1970.91,563.46,conventional,2015,Columbus,Great Lakes,122955.1392
516,516,47,2/1/15,0.87,216653.06,111171.46,59739.98,21795.64,23945.98,16360.12,3422.61,4163.25,conventional,2015,Columbus,Great Lakes,188488.1622
517,517,48,1/25/15,1.08,116995.68,53201.66,32775.08,7822.59,23196.35,21117.47,2057.45,21.43,conventional,2015,Columbus,Great Lakes,126355.3344
518,518,49,1/18/15,1.02,116450.21,55532.76,26458.99,7040.95,27417.51,24386.64,2962.41,68.46,conventional,2015,Columbus,Great Lakes,118779.2142
519,519,50,1/11/15,0.97,125742.48,64726.71,34844.49,7190.05,18981.23,16400.27,2458.67,122.29,conventional,2015,Columbus,Great Lakes,121970.2056
520,520,51,1/4/15,0.89,158638.04,80298.77,51860.47,7609.24,18869.56,16518.15,2132.21,219.2,conventional,2015,Columbus,Great Lakes,141187.8556
521,521,0,12/27/15,0.8,1020390.64,494425.64,276556.76,84912.97,164495.27,136560.04,12277.7,15657.53,conventional,2015,DallasFtWorth,South Central,816312.512
522,522,1,12/20/15,0.82,928051.16,439792.68,257532.45,91158.34,139567.69,103511.91,10331.25,25724.53,conventional,2015,DallasFtWorth,South Central,761001.9512
523,523,2,12/13/15,0.79,980891.18,476178.99,319789.56,62436.8,122485.83,114978.22,7472.99,34.62,conventional,2015,DallasFtWorth,South Central,774904.0322
524,524,3,12/6/15,0.74,1054849.97,514160.41,412692.22,8533.47,119463.87,108772.12,10525.27,166.48,conventional,2015,DallasFtWorth,South Central,780588.9778
525,525,4,11/29/15,0.8,839818.87,477944.48,244879.52,6211.5,110783.37,96799.4,13967.44,16.53,conventional,2015,DallasFtWorth,South Central,671855.096
526,526,5,11/22/15,0.78,885067.49,494872.79,264820.58,9913.68,115460.44,102317.99,13138.76,3.69,conventional,2015,DallasFtWorth,South Central,690352.6422
527,527,6,11/15/15,0.71,1040439.71,642897.96,263132.27,10305.52,124103.96,109552.23,14527.64,24.09,conventional,2015,DallasFtWorth,South Central,738712.1941
528,528,7,11/8/15,0.8,977717.36,563069.05,278244.62,33026.94,103376.75,92853.6,10364.96,158.19,conventional,2015,DallasFtWorth,South Central,782173.888
529,529,8,11/1/15,0.78,1114177.66,546040.25,376913.25,85323.07,105901.09,98097.43,7644.9,158.76,conventional,2015,DallasFtWorth,South Central,869058.5748
530,530,9,10/25/15,0.86,1010394.81,557469.46,301143.5,49959.1,101822.75,96417.63,5279.41,125.71,conventional,2015,DallasFtWorth,South Central,868939.5366
531,531,10,10/18/15,0.83,992983.76,570732.49,266044.08,61892.18,94315.01,87201.1,7044.44,69.47,conventional,2015,DallasFtWorth,South Central,824176.5208
532,532,11,10/11/15,0.81,1100679.15,543166.98,349743.64,99900.94,107867.59,101828.12,5967.19,72.28,conventional,2015,DallasFtWorth,South Central,891550.1115
533,533,12,10/4/15,0.82,1104602.14,491729.14,439095.32,50993.14,122784.54,107305.26,15396.93,82.35,conventional,2015,DallasFtWorth,South Central,905773.7548
534,534,13,9/27/15,0.84,1063583.86,533088.33,390554.54,25647.49,114293.5,101477.9,12776.1,39.5,conventional,2015,DallasFtWorth,South Central,893410.4424
535,535,14,9/20/15,0.77,1155212.67,606586.38,425539.41,10973.08,112113.8,99272.95,12833.33,7.52,conventional,2015,DallasFtWorth,South Central,889513.7559
536,536,15,9/13/15,0.86,1212585.41,564967.74,494078.53,9094.89,144444.25,119755.29,24666.41,22.55,conventional,2015,DallasFtWorth,South Central,1042823.453
537,537,16,9/6/15,0.84,1270739.69,626166.71,505568.94,9815.66,129188.38,120588.01,8581.65,18.72,conventional,2015,DallasFtWorth,South Central,1067421.34
538,538,17,8/30/15,0.82,1101680.91,674670.89,309275.19,7468.25,110266.58,101093.6,9171.11,1.87,conventional,2015,DallasFtWorth,South Central,903378.3462
539,539,18,8/23/15,0.85,1120172.03,679440.88,321325.08,8261.74,111144.33,102621.57,8502.23,20.53,conventional,2015,DallasFtWorth,South Central,952146.2255
540,540,19,8/16/15,0.88,1122668.33,718594.72,287298.98,7090.26,109684.37,100806.9,8864.44,13.03,conventional,2015,DallasFtWorth,South Central,987948.1304
541,541,20,8/9/15,0.85,1124259.51,674531.14,332173.47,7793.22,109761.68,101618.63,8139.34,3.71,conventional,2015,DallasFtWorth,South Central,955620.5835
542,542,21,8/2/15,0.87,1067498.21,705846.27,253860.7,4688.24,103103,91893.62,11209.38,0,conventional,2015,DallasFtWorth,South Central,928723.4427
543,543,22,7/26/15,0.8,1191310.92,661845.98,406523.56,6417.32,116524.06,97727.08,18793.29,3.69,conventional,2015,DallasFtWorth,South Central,953048.736
544,544,23,7/19/15,0.82,1186878.88,684455.16,364124.15,4970.49,133329.08,115942.32,17379.41,7.35,conventional,2015,DallasFtWorth,South Central,973240.6816
545,545,24,7/12/15,0.82,1144448.23,713425.63,319277.99,4382.19,107362.42,102573.93,4008.88,779.61,conventional,2015,DallasFtWorth,South Central,938447.5486
546,546,25,7/5/15,0.83,1320696.13,835215.79,334916.29,5388.47,145175.58,139670.52,5497.78,7.28,conventional,2015,DallasFtWorth,South Central,1096177.788
547,547,26,6/28/15,0.77,1203553.98,760374.24,302577.78,7191.26,133410.7,125900.09,7499.76,10.85,conventional,2015,DallasFtWorth,South Central,926736.5646
548,548,27,6/21/15,0.75,1283503.44,755351.26,375820.52,8600.7,143730.96,134708.23,9013.74,8.99,conventional,2015,DallasFtWorth,South Central,962627.58
549,549,28,6/14/15,0.65,1508750.45,1013252.58,353165.21,7557.93,134774.73,130578.16,4187.62,8.95,conventional,2015,DallasFtWorth,South Central,980687.7925
550,550,29,6/7/15,0.73,1255575.78,788982.74,319283.75,13350.4,133958.89,126849.55,7102.22,7.12,conventional,2015,DallasFtWorth,South Central,916570.3194
551,551,30,5/31/15,0.68,1377670.81,941838.33,315653.39,7287.06,112892.03,99456.4,13421.47,14.16,conventional,2015,DallasFtWorth,South Central,936816.1508
552,552,31,5/24/15,0.81,1184131.34,775365.99,299938.43,6833.07,101993.85,96860.23,5117.65,15.97,conventional,2015,DallasFtWorth,South Central,959146.3854
553,553,32,5/17/15,0.73,1219398.43,855871.73,261026.33,6382.5,96117.87,88480.13,7628.89,8.85,conventional,2015,DallasFtWorth,South Central,890160.8539
554,554,33,5/10/15,0.75,1298826.19,817727.07,357330.3,7803.87,115964.95,107302.84,8644.44,17.67,conventional,2015,DallasFtWorth,South Central,974119.6425
555,555,34,5/3/15,0.77,1282852.08,652304.49,509069.75,9753.52,111724.32,104797.33,6148.99,778,conventional,2015,DallasFtWorth,South Central,987796.1016
556,556,35,4/26/15,0.81,1102639.51,717960.82,270228.19,12091.21,102359.29,91505.88,10463.78,389.63,conventional,2015,DallasFtWorth,South Central,893138.0031
557,557,36,4/19/15,0.8,1137811.87,735235.09,284292.72,16013.68,102270.38,89209.96,13055.16,5.26,conventional,2015,DallasFtWorth,South Central,910249.496
558,558,37,4/12/15,0.72,1266899.55,871511.12,288420.79,12596.79,94370.85,85100.44,9261.6,8.81,conventional,2015,DallasFtWorth,South Central,912167.676
559,559,38,4/5/15,0.77,1324348.89,802917.65,387745.54,13592.62,120093.08,105522.18,13748.75,822.15,conventional,2015,DallasFtWorth,South Central,1019748.645
560,560,39,3/29/15,0.79,1164808.22,645523.05,396361,13339.76,109584.41,95894.64,13670.42,19.35,conventional,2015,DallasFtWorth,South Central,920198.4938
561,561,40,3/22/15,0.67,1333424.37,925527.04,297656.4,11678.42,98562.51,88559.01,9991.57,11.93,conventional,2015,DallasFtWorth,South Central,893394.3279
562,562,41,3/15/15,0.72,1211158.55,726176.09,368421.28,14065.99,102495.19,90708.11,11780,7.08,conventional,2015,DallasFtWorth,South Central,872034.156
563,563,42,3/8/15,0.75,1218684.28,724775.83,371564.05,11201.82,111142.58,97450.44,13677.78,14.36,conventional,2015,DallasFtWorth,South Central,914013.21
564,564,43,3/1/15,0.82,1144032.03,665032.82,358628.24,12398.67,107972.3,95284.48,12675.55,12.27,conventional,2015,DallasFtWorth,South Central,938106.2646
565,565,44,2/22/15,0.8,1116600.76,695493.39,305788.6,12580.26,102738.51,85321.83,17416.68,0,conventional,2015,DallasFtWorth,South Central,893280.608
566,566,45,2/15/15,0.77,1020856.87,625813.98,299799.46,12656.97,82586.46,67518.45,15061.17,6.84,conventional,2015,DallasFtWorth,South Central,786059.7899
567,567,46,2/8/15,0.67,1207167.54,737968.75,376914.26,12106.6,80177.93,67959.08,12176.08,42.77,conventional,2015,DallasFtWorth,South Central,808802.2518
568,568,47,2/1/15,0.68,1391089.32,786166.9,495262.11,18855.32,90804.99,79314.06,11474.72,16.21,conventional,2015,DallasFtWorth,South Central,945940.7376
569,569,48,1/25/15,0.8,1008295.47,649344.32,271152.06,9610.83,78188.26,60158.3,18029.96,0,conventional,2015,DallasFtWorth,South Central,806636.376
570,570,49,1/18/15,0.76,1091677.29,627090.61,374230.89,15550.56,74805.23,62375.69,12416.71,12.83,conventional,2015,DallasFtWorth,South Central,829674.7404
571,571,50,1/11/15,0.76,1128693.04,680572.11,348535.22,11900.83,87684.88,67857.83,19801.95,25.1,conventional,2015,DallasFtWorth,South Central,857806.7104
572,572,51,1/4/15,0.74,1086363.97,612795.8,374420.68,9817.28,89330.21,54563.33,34760.08,6.8,conventional,2015,DallasFtWorth,South Central,803909.3378
573,573,0,12/27/15,0.98,625475.1,93034.2,246747.13,19103.69,266590.08,38620.02,227884.21,85.85,conventional,2015,Denver,West,612965.598
574,574,1,12/20/15,1.05,528944.54,113403.55,188263.2,24477.83,202799.96,34993.02,167806.94,0,conventional,2015,Denver,West,555391.767
575,575,2,12/13/15,0.83,741702.5,96222.34,321764.32,29349.34,294366.5,34244.4,260040.92,81.18,conventional,2015,Denver,West,615613.075
576,576,3,12/6/15,0.76,838225.19,111259.34,378124.28,8807.96,340033.61,35086.04,304844.07,103.5,conventional,2015,Denver,West,637051.1444
577,577,4,11/29/15,1.12,429109.64,85241.45,179982.42,14146.28,149739.49,31920.41,117819.08,0,conventional,2015,Denver,West,480602.7968
578,578,5,11/22/15,0.85,724865.72,100047.56,323796.5,18215.73,282805.93,31358.6,251447.33,0,conventional,2015,Denver,West,616135.862
579,579,6,11/15/15,0.82,925618.09,98269.82,428998.81,20029.1,378320.36,36279.71,342040.65,0,conventional,2015,Denver,West,759006.8338
580,580,7,11/8/15,0.93,690633.88,113964.9,354454.62,12294,209920.36,39635.83,170279.53,5,conventional,2015,Denver,West,642289.5084
581,581,8,11/1/15,0.82,831994.43,140330.11,446007.8,8551.05,237105.47,41633.91,195471.56,0,conventional,2015,Denver,West,682235.4326
582,582,9,10/25/15,0.93,735206.51,106239.17,393920.63,11222,223824.71,39914.62,183910.09,0,conventional,2015,Denver,West,683742.0543
583,583,10,10/18/15,0.87,805437.95,117059.41,435491.56,13693.47,239193.51,41688.37,197487.51,17.63,conventional,2015,Denver,West,700731.0165
584,584,11,10/11/15,0.9,775976.51,108538.74,432102.05,18840.69,216495.03,40462.27,176032.76,0,conventional,2015,Denver,West,698378.859
585,585,12,10/4/15,1.02,678935.84,101712.18,364774.25,27621.71,184827.7,41345.58,143474.53,7.59,conventional,2015,Denver,West,692514.5568
586,586,13,9/27/15,0.97,694871.74,119089.66,386987.12,15285.72,173509.24,43108.21,130401.03,0,conventional,2015,Denver,West,674025.5878
587,587,14,9/20/15,0.98,760083.16,85382.01,461272.5,25529.99,187898.66,40644.98,147253.68,0,conventional,2015,Denver,West,744881.4968
588,588,15,9/13/15,1.01,735436.91,115935.68,451936.38,17938.63,149626.22,47733.95,101892.27,0,conventional,2015,Denver,West,742791.2791
589,589,16,9/6/15,1.09,729046.74,138154.55,420365.75,19090.66,151435.78,47833.83,103601.95,0,conventional,2015,Denver,West,794660.9466
590,590,17,8/30/15,1.14,721703.83,119849.97,421032.49,19353.95,161467.42,43991.55,117475.87,0,conventional,2015,Denver,West,822742.3662
591,591,18,8/23/15,1.2,598195.03,135261.61,318115.81,21420.3,123397.31,45407.51,77989.8,0,conventional,2015,Denver,West,717834.036
592,592,19,8/16/15,1.17,648148.15,157630.43,348863.51,18154.64,123499.57,46710.57,76789,0,conventional,2015,Denver,West,758333.3355
593,593,20,8/9/15,1.09,669377.04,131770.05,377129.38,24025.84,136451.77,46596.12,89855.65,0,conventional,2015,Denver,West,729620.9736
594,594,21,8/2/15,1.05,727916.83,153498.68,423519.88,16711,134187.27,45644.8,88542.47,0,conventional,2015,Denver,West,764312.6715
595,595,22,7/26/15,1.18,703672.69,138942.76,376355.19,25777.83,162596.91,58753.1,103843.81,0,conventional,2015,Denver,West,830333.7742
596,596,23,7/19/15,1.1,857872.86,119266.12,513055.1,17089.18,208462.46,68585.03,139859.47,17.96,conventional,2015,Denver,West,943660.146
597,597,24,7/12/15,1.18,738933.68,123673.43,423853.38,22068.15,169338.72,66816.09,101611.95,910.68,conventional,2015,Denver,West,871941.7424
598,598,25,7/5/15,1.19,736913.15,146171.45,428389.18,19546.92,142805.6,88349.57,54456.03,0,conventional,2015,Denver,West,876926.6485
599,599,26,6/28/15,1.2,696697.65,162885.58,362226.14,18449.63,153136.3,93206.17,59917.38,12.75,conventional,2015,Denver,West,836037.18
600,600,27,6/21/15,1.16,730826.79,184206.21,405469.62,12854.03,128296.93,83581.46,44715.47,0,conventional,2015,Denver,West,847759.0764
601,601,28,6/14/15,1.16,743005.75,194447.12,401133.25,17694.15,129731.23,79508.59,50222.64,0,conventional,2015,Denver,West,861886.67
602,602,29,6/7/15,1.11,782886.63,167992.06,439309.16,17507.3,158078.11,70061.87,88016.24,0,conventional,2015,Denver,West,869004.1593
603,603,30,5/31/15,1.26,600377.94,127747.5,365471.2,18725.02,88434.22,52816.05,35618.17,0,conventional,2015,Denver,West,756476.2044
604,604,31,5/24/15,1.16,657593.22,198187.29,369924.19,18817.6,70664.14,50060.32,20603.82,0,conventional,2015,Denver,West,762808.1352
605,605,32,5/17/15,1.21,592588.01,156010.24,305200.86,17377.87,113999.04,50687.72,63311.32,0,conventional,2015,Denver,West,717031.4921
606,606,33,5/10/15,1.08,735145.02,148762.57,454026.16,16724.31,115631.98,49343.56,66285.96,2.46,conventional,2015,Denver,West,793956.6216
607,607,34,5/3/15,1.01,781496.4,182975.49,485743.46,14810.14,97967.31,45163.77,52803.54,0,conventional,2015,Denver,West,789311.364
608,608,35,4/26/15,1.19,620827.49,160372.05,381779.34,5981.19,72694.91,44469.33,27221.41,1004.17,conventional,2015,Denver,West,738784.7131
609,609,36,4/19/15,1.08,797021.22,129744.18,544167.43,6231.67,116877.94,44279.02,72598.92,0,conventional,2015,Denver,West,860782.9176
610,610,37,4/12/15,1.05,858680.51,176304.23,574793.28,8603.75,98979.25,42716.25,56263,0,conventional,2015,Denver,West,901614.5355
611,611,38,4/5/15,1.19,645727.95,156966.84,396449.92,6308.61,86002.58,53589.8,31483.61,929.17,conventional,2015,Denver,West,768416.2605
612,612,39,3/29/15,1.11,627546.3,160679.31,371990.15,4760.21,90116.63,55936.09,34180.54,0,conventional,2015,Denver,West,696576.393
613,613,40,3/22/15,1.15,603112.11,131881.99,380284.5,8461.12,82484.5,47368.3,35116.2,0,conventional,2015,Denver,West,693578.9265
614,614,41,3/15/15,1.03,662131.8,160422.27,403060.76,5122.11,93526.66,50621.03,42905.63,0,conventional,2015,Denver,West,681995.754
615,615,42,3/8/15,1.03,719792.51,118578.11,491584.39,7264.83,102365.18,54092.42,48272.76,0,conventional,2015,Denver,West,741386.2853
616,616,43,3/1/15,1.03,670820.5,101528.39,487873.51,5507.38,75911.22,38246.75,37664.47,0,conventional,2015,Denver,West,690945.115
617,617,44,2/22/15,1,899302.8,153410.25,584093.63,5686.33,156112.59,62564.22,93534.16,14.21,conventional,2015,Denver,West,899302.8
618,618,45,2/15/15,1.12,629074.28,116907.81,404107.32,7797.57,100261.58,80270.81,19965.51,25.26,conventional,2015,Denver,West,704563.1936
619,619,46,2/8/15,0.95,766576.39,153584.14,466313.49,5420.92,141257.84,92800.41,48427.25,30.18,conventional,2015,Denver,West,728247.5705
620,620,47,2/1/15,0.93,990211.57,217715.85,608156.34,5736.45,158602.93,90555.95,68006.59,40.39,conventional,2015,Denver,West,920896.7601
621,621,48,1/25/15,1.02,695658.81,140914.23,422434.82,4944.79,127364.97,74743.6,52611.95,9.42,conventional,2015,Denver,West,709571.9862
