PassengerId,Name,Survived,Pclass,Sex,SibSp,ParCh,Fare,Embarked
377,"Landergren, Miss. Aurora Adelia",1,3,female,0,0,7.25,S
378,"Widener, Mr. Harry Elkins",0,1,male,0,2,211.5,C
379,"Betros, Mr. Tannous",0,3,male,0,0,4.0125,C
380,"Gustafsson, Mr. Karl Gideon",0,3,male,0,0,7.775,S
381,"Bidois, Miss. Rosalie",1,1,female,0,0,227.525,C
382,"Nakid, Miss. Maria (""Mary"")",1,3,female,0,2,15.7417,C
383,"Tikkanen, Mr. Juho",0,3,male,0,0,7.925,S
384,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",1,1,female,1,0,52,S
385,"Plotcharsky, Mr. Vasil",0,3,male,0,0,7.8958,S
386,"Davies, Mr. Charles Henry",0,2,male,0,0,73.5,S
387,"Goodwin, Master. Sidney Leonard",0,3,male,5,2,46.9,S
388,"Buss, Miss. Kate",1,2,female,0,0,13,S
389,"Sadlier, Mr. Matthew",0,3,male,0,0,7.7292,Q
390,"Lehmann, Miss. Bertha",1,2,female,0,0,12,C
391,"Carter, Mr. William Ernest",1,1,male,1,2,120,S
392,"Jansson, Mr. Carl Olof",1,3,male,0,0,7.7958,S
393,"Gustafsson, Mr. Johan Birger",0,3,male,2,0,7.925,S
394,"Newell, Miss. Marjorie",1,1,female,1,0,113.275,C
395,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",1,3,female,0,2,16.7,S
396,"Johansson, Mr. Erik",0,3,male,0,0,7.7958,S
397,"Olsson, Miss. Elina",0,3,female,0,0,7.8542,S
398,"McKane, Mr. Peter David",0,2,male,0,0,26,S
399,"Pain, Dr. Alfred",0,2,male,0,0,10.5,S
400,"Trout, Mrs. William H (Jessie L)",1,2,female,0,0,12.65,S
401,"Niskanen, Mr. Juha",1,3,male,0,0,7.925,S
402,"Adams, Mr. John",0,3,male,0,0,8.05,S
403,"Jussila, Miss. Mari Aina",0,3,female,1,0,9.825,S
404,"Hakkarainen, Mr. Pekka Pietari",0,3,male,1,0,15.85,S
405,"Oreskovic, Miss. Marija",0,3,female,0,0,8.6625,S
406,"Gale, Mr. Shadrach",0,2,male,1,0,21,S
407,"Widegren, Mr. Carl/Charles Peter",0,3,male,0,0,7.75,S
408,"Richards, Master. William Rowe",1,2,male,1,1,18.75,S
409,"Birkeland, Mr. Hans Martin Monsen",0,3,male,0,0,7.775,S
410,"Lefebre, Miss. Ida",0,3,female,3,1,25.4667,S
411,"Sdycoff, Mr. Todor",0,3,male,0,0,7.8958,S
412,"Hart, Mr. Henry",0,3,male,0,0,6.8583,Q
413,"Minahan, Miss. Daisy E",1,1,female,1,0,90,Q
414,"Cunningham, Mr. Alfred Fleming",0,2,male,0,0,0,S
415,"Sundman, Mr. Johan Julian",1,3,male,0,0,7.925,S
416,"Meek, Mrs. Thomas (Annie Louise Rowley)",0,3,female,0,0,8.05,S
417,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1,2,female,1,1,32.5,S
418,"Silven, Miss. Lyyli Karoliina",1,2,female,0,2,13,S
419,"Matthews, Mr. William John",0,2,male,0,0,13,S
420,"Van Impe, Miss. Catharina",0,3,female,0,2,24.15,S
421,"Gheorgheff, Mr. Stanio",0,3,male,0,0,7.8958,C
422,"Charters, Mr. David",0,3,male,0,0,7.7333,Q
423,"Zimmerman, Mr. Leo",0,3,male,0,0,7.875,S
424,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",0,3,female,1,1,14.4,S
425,"Rosblom, Mr. Viktor Richard",0,3,male,1,1,20.2125,S
426,"Wiseman, Mr. Phillippe",0,3,male,0,0,7.25,S
427,"Clarke, Mrs. Charles V (Ada Maria Winfield)",1,2,female,1,0,26,S
428,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",1,2,female,0,0,26,S
429,"Flynn, Mr. James",0,3,male,0,0,7.75,Q
430,"Pickard, Mr. Berk (Berk Trembisky)",1,3,male,0,0,8.05,S
431,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",1,1,male,0,0,26.55,S
432,"Thorneycroft, Mrs. Percival (Florence Kate White)",1,3,female,1,0,16.1,S
433,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",1,2,female,1,0,26,S
434,"Kallio, Mr. Nikolai Erland",0,3,male,0,0,7.125,S
435,"Silvey, Mr. William Baird",0,1,male,1,0,55.9,S
436,"Carter, Miss. Lucile Polk",1,1,female,1,2,120,S
437,"Ford, Miss. Doolina Margaret ""Daisy""",0,3,female,2,2,34.375,S
438,"Richards, Mrs. Sidney (Emily Hocking)",1,2,female,2,3,18.75,S
439,"Fortune, Mr. Mark",0,1,male,1,4,263,S
440,"Kvillner, Mr. Johan Henrik Johannesson",0,2,male,0,0,10.5,S
441,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",1,2,female,1,1,26.25,S
442,"Hampe, Mr. Leon",0,3,male,0,0,9.5,S
443,"Petterson, Mr. Johan Emil",0,3,male,1,0,7.775,S
444,"Reynaldo, Ms. Encarnacion",1,2,female,0,0,13,S
445,"Johannesen-Bratthammer, Mr. Bernt",1,3,male,0,0,8.1125,S
446,"Dodge, Master. Washington",1,1,male,0,2,81.8583,S
447,"Mellinger, Miss. Madeleine Violet",1,2,female,0,1,19.5,S
448,"Seward, Mr. Frederic Kimber",1,1,male,0,0,26.55,S
449,"Baclini, Miss. Marie Catherine",1,3,female,2,1,19.2583,C
450,"Peuchen, Major. Arthur Godfrey",1,1,male,0,0,30.5,S
451,"West, Mr. Edwy Arthur",0,2,male,1,2,27.75,S
452,"Hagland, Mr. Ingvald Olai Olsen",0,3,male,1,0,19.9667,S
453,"Foreman, Mr. Benjamin Laventall",0,1,male,0,0,27.75,C
454,"Goldenberg, Mr. Samuel L",1,1,male,1,0,89.1042,C
455,"Peduzzi, Mr. Joseph",0,3,male,0,0,8.05,S
456,"Jalsevac, Mr. Ivan",1,3,male,0,0,7.8958,C
457,"Millet, Mr. Francis Davis",0,1,male,0,0,26.55,S
458,"Kenyon, Mrs. Frederick R (Marion)",1,1,female,1,0,51.8625,S
459,"Toomey, Miss. Ellen",1,2,female,0,0,10.5,S
460,"O'Connor, Mr. Maurice",0,3,male,0,0,7.75,Q
461,"Anderson, Mr. Harry",1,1,male,0,0,26.55,S
462,"Morley, Mr. William",0,3,male,0,0,8.05,S
463,"Gee, Mr. Arthur H",0,1,male,0,0,38.5,S
464,"Milling, Mr. Jacob Christian",0,2,male,0,0,13,S
465,"Maisner, Mr. Simon",0,3,male,0,0,8.05,S
466,"Goncalves, Mr. Manuel Estanslas",0,3,male,0,0,7.05,S
467,"Campbell, Mr. William",0,2,male,0,0,0,S
468,"Smart, Mr. John Montgomery",0,1,male,0,0,26.55,S
469,"Scanlan, Mr. James",0,3,male,0,0,7.725,Q
470,"Baclini, Miss. Helene Barbara",1,3,female,2,1,19.2583,C
471,"Keefe, Mr. Arthur",0,3,male,0,0,7.25,S
472,"Cacic, Mr. Luka",0,3,male,0,0,8.6625,S
473,"West, Mrs. Edwy Arthur (Ada Mary Worth)",1,2,female,1,2,27.75,S
474,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",1,2,female,0,0,13.7917,C
475,"Strandberg, Miss. Ida Sofia",0,3,female,0,0,9.8375,S
476,"Clifford, Mr. George Quincy",0,1,male,0,0,52,S
477,"Renouf, Mr. Peter Henry",0,2,male,1,0,21,S
478,"Braund, Mr. Lewis Richard",0,3,male,1,0,7.0458,S
479,"Karlsson, Mr. Nils August",0,3,male,0,0,7.5208,S
480,"Hirvonen, Miss. Hildur E",1,3,female,0,1,12.2875,S
481,"Goodwin, Master. Harold Victor",0,3,male,5,2,46.9,S
482,"Frost, Mr. Anthony Wood ""Archie""",0,2,male,0,0,0,S
483,"Rouse, Mr. Richard Henry",0,3,male,0,0,8.05,S
484,"Turkula, Mrs. (Hedwig)",1,3,female,0,0,9.5875,S
485,"Bishop, Mr. Dickinson H",1,1,male,1,0,91.0792,C
486,"Lefebre, Miss. Jeannie",0,3,female,3,1,25.4667,S
487,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",1,1,female,1,0,90,S
488,"Kent, Mr. Edward Austin",0,1,male,0,0,29.7,C
489,"Somerton, Mr. Francis William",0,3,male,0,0,8.05,S
490,"Coutts, Master. Eden Leslie ""Neville""",1,3,male,1,1,15.9,S
491,"Hagland, Mr. Konrad Mathias Reiersen",0,3,male,1,0,19.9667,S
492,"Windelov, Mr. Einar",0,3,male,0,0,7.25,S
493,"Molson, Mr. Harry Markland",0,1,male,0,0,30.5,S
494,"Artagaveytia, Mr. Ramon",0,1,male,0,0,49.5042,C
495,"Stanley, Mr. Edward Roland",0,3,male,0,0,8.05,S
496,"Yousseff, Mr. Gerious",0,3,male,0,0,14.4583,C
497,"Eustis, Miss. Elizabeth Mussey",1,1,female,1,0,78.2667,C
498,"Shellard, Mr. Frederick William",0,3,male,0,0,15.1,S
499,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",0,1,female,1,2,151.55,S
500,"Svensson, Mr. Olof",0,3,male,0,0,7.7958,S
501,"Calic, Mr. Petar",0,3,male,0,0,8.6625,S
502,"Canavan, Miss. Mary",0,3,female,0,0,7.75,Q
503,"O'Sullivan, Miss. Bridget Mary",0,3,female,0,0,7.6292,Q
504,"Laitinen, Miss. Kristina Sofia",0,3,female,0,0,9.5875,S
505,"Maioni, Miss. Roberta",1,1,female,0,0,86.5,S
506,"Penasco y Castellana, Mr. Victor de Satode",0,1,male,1,0,108.9,C
507,"Quick, Mrs. Frederick Charles (Jane Richards)",1,2,female,0,2,26,S
508,"Bradley, Mr. George (""George Arthur Brayton"")",1,1,male,0,0,26.55,S
509,"Olsen, Mr. Henry Margido",0,3,male,0,0,22.525,S
510,"Lang, Mr. Fang",1,3,male,0,0,56.4958,S
511,"Daly, Mr. Eugene Patrick",1,3,male,0,0,7.75,Q
512,"Webber, Mr. James",0,3,male,0,0,8.05,S
513,"McGough, Mr. James Robert",1,1,male,0,0,26.2875,S
514,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",1,1,female,1,0,59.4,C
515,"Coleff, Mr. Satio",0,3,male,0,0,7.4958,S
516,"Walker, Mr. William Anderson",0,1,male,0,0,34.0208,S
517,"Lemore, Mrs. (Amelia Milley)",1,2,female,0,0,10.5,S
518,"Ryan, Mr. Patrick",0,3,male,0,0,24.15,Q
519,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",1,2,female,1,0,26,S
520,"Pavlovic, Mr. Stefo",0,3,male,0,0,7.8958,S
521,"Perreault, Miss. Anne",1,1,female,0,0,93.5,S
522,"Vovk, Mr. Janko",0,3,male,0,0,7.8958,S
523,"Lahoud, Mr. Sarkis",0,3,male,0,0,7.225,C
524,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",1,1,female,0,1,57.9792,C
525,"Kassem, Mr. Fared",0,3,male,0,0,7.2292,C
526,"Farrell, Mr. James",0,3,male,0,0,7.75,Q
527,"Ridsdale, Miss. Lucy",1,2,female,0,0,10.5,S
528,"Farthing, Mr. John",0,1,male,0,0,221.7792,S
529,"Salonen, Mr. Johan Werner",0,3,male,0,0,7.925,S
530,"Hocking, Mr. Richard George",0,2,male,2,1,11.5,S
531,"Quick, Miss. Phyllis May",1,2,female,1,1,26,S
532,"Toufik, Mr. Nakli",0,3,male,0,0,7.2292,C
533,"Elias, Mr. Joseph Jr",0,3,male,1,1,7.2292,C
534,"Peter, Mrs. Catherine (Catherine Rizk)",1,3,female,0,2,22.3583,C
535,"Cacic, Miss. Marija",0,3,female,0,0,8.6625,S
536,"Hart, Miss. Eva Miriam",1,2,female,0,2,26.25,S
537,"Butt, Major. Archibald Willingham",0,1,male,0,0,26.55,S
538,"LeRoy, Miss. Bertha",1,1,female,0,0,106.425,C
539,"Risien, Mr. Samuel Beard",0,3,male,0,0,14.5,S
540,"Frolicher, Miss. Hedwig Margaritha",1,1,female,0,2,49.5,C
541,"Crosby, Miss. Harriet R",1,1,female,0,2,71,S
542,"Andersson, Miss. Ingeborg Constanzia",0,3,female,4,2,31.275,S
543,"Andersson, Miss. Sigrid Elisabeth",0,3,female,4,2,31.275,S
544,"Beane, Mr. Edward",1,2,male,1,0,26,S
545,"Douglas, Mr. Walter Donald",0,1,male,1,0,106.425,C
546,"Nicholson, Mr. Arthur Ernest",0,1,male,0,0,26,S
547,"Beane, Mrs. Edward (Ethel Clarke)",1,2,female,1,0,26,S
548,"Padro y Manent, Mr. Julian",1,2,male,0,0,13.8625,C
549,"Goldsmith, Mr. Frank John",0,3,male,1,1,20.525,S
550,"Davies, Master. John Morgan Jr",1,2,male,1,1,36.75,S
551,"Thayer, Mr. John Borland Jr",1,1,male,0,2,110.8833,C
552,"Sharp, Mr. Percival James R",0,2,male,0,0,26,S
553,"O'Brien, Mr. Timothy",0,3,male,0,0,7.8292,Q
554,"Leeni, Mr. Fahim (""Philip Zenni"")",1,3,male,0,0,7.225,C
555,"Ohman, Miss. Velin",1,3,female,0,0,7.775,S
556,"Wright, Mr. George",0,1,male,0,0,26.55,S
557,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",1,1,female,1,0,39.6,C
558,"Robbins, Mr. Victor",0,1,male,0,0,227.525,C
559,"Taussig, Mrs. Emil (Tillie Mandelbaum)",1,1,female,1,1,79.65,S
560,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",1,3,female,1,0,17.4,S
561,"Morrow, Mr. Thomas Rowan",0,3,male,0,0,7.75,Q
562,"Sivic, Mr. Husein",0,3,male,0,0,7.8958,S
563,"Norman, Mr. Robert Douglas",0,2,male,0,0,13.5,S
564,"Simmons, Mr. John",0,3,male,0,0,8.05,S
565,"Meanwell, Miss. (Marion Ogden)",0,3,female,0,0,8.05,S
566,"Davies, Mr. Alfred J",0,3,male,2,0,24.15,S
567,"Stoytcheff, Mr. Ilia",0,3,male,0,0,7.8958,S
568,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",0,3,female,0,4,21.075,S
569,"Doharr, Mr. Tannous",0,3,male,0,0,7.2292,C
570,"Jonsson, Mr. Carl",1,3,male,0,0,7.8542,S
571,"Harris, Mr. George",1,2,male,0,0,10.5,S
572,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",1,1,female,2,0,51.4792,S
573,"Flynn, Mr. John Irwin (""Irving"")",1,1,male,0,0,26.3875,S
574,"Kelly, Miss. Mary",1,3,female,0,0,7.75,Q
575,"Rush, Mr. Alfred George John",0,3,male,0,0,8.05,S
576,"Patchett, Mr. George",0,3,male,0,0,14.5,S
577,"Garside, Miss. Ethel",1,2,female,0,0,13,S
578,"Silvey, Mrs. William Baird (Alice Munger)",1,1,female,1,0,55.9,S
579,"Caram, Mrs. Joseph (Maria Elias)",0,3,female,1,0,14.4583,C
580,"Jussila, Mr. Eiriik",1,3,male,0,0,7.925,S
581,"Christy, Miss. Julie Rachel",1,2,female,1,1,30,S
582,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",1,1,female,1,1,110.8833,C
583,"Downton, Mr. William James",0,2,male,0,0,26,S
584,"Ross, Mr. John Hugo",0,1,male,0,0,40.125,C
585,"Paulner, Mr. Uscher",0,3,male,0,0,8.7125,C
586,"Taussig, Miss. Ruth",1,1,female,0,2,79.65,S
587,"Jarvis, Mr. John Denzil",0,2,male,0,0,15,S
588,"Frolicher-Stehli, Mr. Maxmillian",1,1,male,1,1,79.2,C
589,"Gilinski, Mr. Eliezer",0,3,male,0,0,8.05,S
590,"Murdlin, Mr. Joseph",0,3,male,0,0,8.05,S
591,"Rintamaki, Mr. Matti",0,3,male,0,0,7.125,S
592,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",1,1,female,1,0,78.2667,C
593,"Elsbury, Mr. William James",0,3,male,0,0,7.25,S
594,"Bourke, Miss. Mary",0,3,female,0,2,7.75,Q
595,"Chapman, Mr. John Henry",0,2,male,1,0,26,S
596,"Van Impe, Mr. Jean Baptiste",0,3,male,1,1,24.15,S
597,"Leitch, Miss. Jessie Wills",1,2,female,0,0,33,S
598,"Johnson, Mr. Alfred",0,3,male,0,0,0,S
599,"Boulos, Mr. Hanna",0,3,male,0,0,7.225,C
600,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",1,1,male,1,0,56.9292,C
601,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",1,2,female,2,1,27,S
602,"Slabenoff, Mr. Petco",0,3,male,0,0,7.8958,S
603,"Harrington, Mr. Charles H",0,1,male,0,0,42.4,S
604,"Torber, Mr. Ernst William",0,3,male,0,0,8.05,S
605,"Homer, Mr. Harry (""Mr E Haven"")",1,1,male,0,0,26.55,C
606,"Lindell, Mr. Edvard Bengtsson",0,3,male,1,0,15.55,S
607,"Karaic, Mr. Milan",0,3,male,0,0,7.8958,S
608,"Daniel, Mr. Robert Williams",1,1,male,0,0,30.5,S
609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",1,2,female,1,2,41.5792,C
610,"Shutes, Miss. Elizabeth W",1,1,female,0,0,153.4625,S
611,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",0,3,female,1,5,31.275,S
612,"Jardin, Mr. Jose Neto",0,3,male,0,0,7.05,S
613,"Murphy, Miss. Margaret Jane",1,3,female,1,0,15.5,Q
614,"Horgan, Mr. John",0,3,male,0,0,7.75,Q
615,"Brocklebank, Mr. William Alfred",0,3,male,0,0,8.05,S
616,"Herman, Miss. Alice",1,2,female,1,2,65,S
617,"Danbom, Mr. Ernst Gilbert",0,3,male,1,1,14.4,S
618,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",0,3,female,1,0,16.1,S
619,"Becker, Miss. Marion Louise",1,2,female,2,1,39,S
620,"Gavey, Mr. Lawrence",0,2,male,0,0,10.5,S
621,"Yasbeck, Mr. Antoni",0,3,male,1,0,14.4542,C
622,"Kimball, Mr. Edwin Nelson Jr",1,1,male,1,0,52.5542,S
623,"Nakid, Mr. Sahid",1,3,male,1,1,15.7417,C
624,"Hansen, Mr. Henry Damsgaard",0,3,male,0,0,7.8542,S
625,"Bowen, Mr. David John ""Dai""",0,3,male,0,0,16.1,S
626,"Sutton, Mr. Frederick",0,1,male,0,0,32.3208,S
627,"Kirkland, Rev. Charles Leonard",0,2,male,0,0,12.35,Q
628,"Longley, Miss. Gretchen Fiske",1,1,female,0,0,77.9583,S
629,"Bostandyeff, Mr. Guentcho",0,3,male,0,0,7.8958,S
630,"O'Connell, Mr. Patrick D",0,3,male,0,0,7.7333,Q
631,"Barkworth, Mr. Algernon Henry Wilson",1,1,male,0,0,30,S
632,"Lundahl, Mr. Johan Svensson",0,3,male,0,0,7.0542,S
633,"Stahelin-Maeglin, Dr. Max",1,1,male,0,0,30.5,C
634,"Parr, Mr. William Henry Marsh",0,1,male,0,0,0,S
635,"Skoog, Miss. Mabel",0,3,female,3,2,27.9,S
636,"Davis, Miss. Mary",1,2,female,0,0,13,S
637,"Leinonen, Mr. Antti Gustaf",0,3,male,0,0,7.925,S
638,"Collyer, Mr. Harvey",0,2,male,1,1,26.25,S
639,"Panula, Mrs. Juha (Maria Emilia Ojala)",0,3,female,0,5,39.6875,S
640,"Thorneycroft, Mr. Percival",0,3,male,1,0,16.1,S
641,"Jensen, Mr. Hans Peder",0,3,male,0,0,7.8542,S
642,"Sagesser, Mlle. Emma",1,1,female,0,0,69.3,C
643,"Skoog, Miss. Margit Elizabeth",0,3,female,3,2,27.9,S
644,"Foo, Mr. Choong",1,3,male,0,0,56.4958,S
645,"Baclini, Miss. Eugenie",1,3,female,2,1,19.2583,C
646,"Harper, Mr. Henry Sleeper",1,1,male,1,0,76.7292,C
647,"Cor, Mr. Liudevit",0,3,male,0,0,7.8958,S
648,"Simonius-Blumer, Col. Oberst Alfons",1,1,male,0,0,35.5,C
649,"Willey, Mr. Edward",0,3,male,0,0,7.55,S
650,"Stanley, Miss. Amy Zillah Elsie",1,3,female,0,0,7.55,S
651,"Mitkoff, Mr. Mito",0,3,male,0,0,7.8958,S
652,"Doling, Miss. Elsie",1,2,female,0,1,23,S
653,"Kalvik, Mr. Johannes Halvorsen",0,3,male,0,0,8.4333,S
654,"O'Leary, Miss. Hanora ""Norah""",1,3,female,0,0,7.8292,Q
655,"Hegarty, Miss. Hanora ""Nora""",0,3,female,0,0,6.75,Q
656,"Hickman, Mr. Leonard Mark",0,2,male,2,0,73.5,S
657,"Radeff, Mr. Alexander",0,3,male,0,0,7.8958,S
658,"Bourke, Mrs. John (Catherine)",0,3,female,1,1,15.5,Q
659,"Eitemiller, Mr. George Floyd",0,2,male,0,0,13,S
660,"Newell, Mr. Arthur Webster",0,1,male,0,2,113.275,C
661,"Frauenthal, Dr. Henry William",1,1,male,2,0,133.65,S
662,"Badt, Mr. Mohamed",0,3,male,0,0,7.225,C
663,"Colley, Mr. Edward Pomeroy",0,1,male,0,0,25.5875,S
664,"Coleff, Mr. Peju",0,3,male,0,0,7.4958,S
665,"Lindqvist, Mr. Eino William",1,3,male,1,0,7.925,S
666,"Hickman, Mr. Lewis",0,2,male,2,0,73.5,S
667,"Butler, Mr. Reginald Fenton",0,2,male,0,0,13,S
668,"Rommetvedt, Mr. Knud Paust",0,3,male,0,0,7.775,S
669,"Cook, Mr. Jacob",0,3,male,0,0,8.05,S
670,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",1,1,female,1,0,52,S
671,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",1,2,female,1,1,39,S
672,"Davidson, Mr. Thornton",0,1,male,1,0,52,S
673,"Mitchell, Mr. Henry Michael",0,2,male,0,0,10.5,S
674,"Wilhelms, Mr. Charles",1,2,male,0,0,13,S
675,"Watson, Mr. Ennis Hastings",0,2,male,0,0,0,S
676,"Edvardsson, Mr. Gustaf Hjalmar",0,3,male,0,0,7.775,S
677,"Sawyer, Mr. Frederick Charles",0,3,male,0,0,8.05,S
678,"Turja, Miss. Anna Sofia",1,3,female,0,0,9.8417,S
679,"Goodwin, Mrs. Frederick (Augusta Tyler)",0,3,female,1,6,46.9,S
680,"Cardeza, Mr. Thomas Drake Martinez",1,1,male,0,1,512.3292,C
681,"Peters, Miss. Katie",0,3,female,0,0,8.1375,Q
682,"Hassab, Mr. Hammad",1,1,male,0,0,76.7292,C
683,"Olsvigen, Mr. Thor Anderson",0,3,male,0,0,9.225,S
684,"Goodwin, Mr. Charles Edward",0,3,male,5,2,46.9,S
685,"Brown, Mr. Thomas William Solomon",0,2,male,1,1,39,S
686,"Laroche, Mr. Joseph Philippe Lemercier",0,2,male,1,2,41.5792,C
687,"Panula, Mr. Jaako Arnold",0,3,male,4,1,39.6875,S
688,"Dakic, Mr. Branko",0,3,male,0,0,10.1708,S
689,"Fischer, Mr. Eberhard Thelander",0,3,male,0,0,7.7958,S
690,"Madill, Miss. Georgette Alexandra",1,1,female,0,1,211.3375,S
691,"Dick, Mr. Albert Adrian",1,1,male,1,0,57,S
692,"Karun, Miss. Manca",1,3,female,0,1,13.4167,C
693,"Lam, Mr. Ali",1,3,male,0,0,56.4958,S
694,"Saad, Mr. Khalil",0,3,male,0,0,7.225,C
695,"Weir, Col. John",0,1,male,0,0,26.55,S
696,"Chapman, Mr. Charles Henry",0,2,male,0,0,13.5,S
697,"Kelly, Mr. James",0,3,male,0,0,8.05,S
698,"Mullens, Miss. Katherine ""Katie""",1,3,female,0,0,7.7333,Q
699,"Thayer, Mr. John Borland",0,1,male,1,1,110.8833,C
700,"Humblen, Mr. Adolf Mathias Nicolai Olsen",0,3,male,0,0,7.65,S
701,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",1,1,female,1,0,227.525,C
702,"Silverthorne, Mr. Spencer Victor",1,1,male,0,0,26.2875,S
703,"Barbara, Miss. Saiide",0,3,female,0,1,14.4542,C
704,"Gallagher, Mr. Martin",0,3,male,0,0,7.7417,Q
705,"Hansen, Mr. Henrik Juul",0,3,male,1,0,7.8542,S
706,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",0,2,male,0,0,26,S
707,"Kelly, Mrs. Florence ""Fannie""",1,2,female,0,0,13.5,S
708,"Calderhead, Mr. Edward Pennington",1,1,male,0,0,26.2875,S
709,"Cleaver, Miss. Alice",1,1,female,0,0,151.55,S
710,"Moubarek, Master. Halim Gonios (""William George"")",1,3,male,1,1,15.2458,C
711,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",1,1,female,0,0,49.5042,C
712,"Klaber, Mr. Herman",0,1,male,0,0,26.55,S
713,"Taylor, Mr. Elmer Zebley",1,1,male,1,0,52,S
714,"Larsson, Mr. August Viktor",0,3,male,0,0,9.4833,S
715,"Greenberg, Mr. Samuel",0,2,male,0,0,13,S
716,"Soholt, Mr. Peter Andreas Lauritz Andersen",0,3,male,0,0,7.65,S
717,"Endres, Miss. Caroline Louise",1,1,female,0,0,227.525,C
718,"Troutt, Miss. Edwina Celia ""Winnie""",1,2,female,0,0,10.5,S
719,"McEvoy, Mr. Michael",0,3,male,0,0,15.5,Q
720,"Johnson, Mr. Malkolm Joackim",0,3,male,0,0,7.775,S
721,"Harper, Miss. Annie Jessie ""Nina""",1,2,female,0,1,33,S
722,"Jensen, Mr. Svend Lauritz",0,3,male,1,0,7.0542,S
723,"Gillespie, Mr. William Henry",0,2,male,0,0,13,S
724,"Hodges, Mr. Henry Price",0,2,male,0,0,13,S
725,"Chambers, Mr. Norman Campbell",1,1,male,1,0,53.1,S
726,"Oreskovic, Mr. Luka",0,3,male,0,0,8.6625,S
727,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",1,2,female,3,0,21,S
728,"Mannion, Miss. Margareth",1,3,female,0,0,7.7375,Q
729,"Bryhl, Mr. Kurt Arnold Gottfrid",0,2,male,1,0,26,S
730,"Ilmakangas, Miss. Pieta Sofia",0,3,female,1,0,7.925,S
731,"Allen, Miss. Elisabeth Walton",1,1,female,0,0,211.3375,S
732,"Hassan, Mr. Houssein G N",0,3,male,0,0,18.7875,C
733,"Knight, Mr. Robert J",0,2,male,0,0,0,S
734,"Berriman, Mr. William John",0,2,male,0,0,13,S
735,"Troupiansky, Mr. Moses Aaron",0,2,male,0,0,13,S
736,"Williams, Mr. Leslie",0,3,male,0,0,16.1,S
737,"Ford, Mrs. Edward (Margaret Ann Watson)",0,3,female,1,3,34.375,S
738,"Lesurer, Mr. Gustave J",1,1,male,0,0,512.3292,C
739,"Ivanoff, Mr. Kanio",0,3,male,0,0,7.8958,S
740,"Nankoff, Mr. Minko",0,3,male,0,0,7.8958,S
741,"Hawksford, Mr. Walter James",1,1,male,0,0,30,S
742,"Cavendish, Mr. Tyrell William",0,1,male,1,0,78.85,S
743,"Ryerson, Miss. Susan Parker ""Suzette""",1,1,female,2,2,262.375,C
744,"McNamee, Mr. Neal",0,3,male,1,0,16.1,S
745,"Stranden, Mr. Juho",1,3,male,0,0,7.925,S
746,"Crosby, Capt. Edward Gifford",0,1,male,1,1,71,S
747,"Abbott, Mr. Rossmore Edward",0,3,male,1,1,20.25,S
748,"Sinkkonen, Miss. Anna",1,2,female,0,0,13,S
749,"Marvin, Mr. Daniel Warner",0,1,male,1,0,53.1,S
750,"Connaghton, Mr. Michael",0,3,male,0,0,7.75,Q
751,"Wells, Miss. Joan",1,2,female,1,1,23,S
752,"Moor, Master. Meier",1,3,male,0,1,12.475,S
753,"Vande Velde, Mr. Johannes Joseph",0,3,male,0,0,9.5,S
754,"Jonkoff, Mr. Lalio",0,3,male,0,0,7.8958,S
755,"Herman, Mrs. Samuel (Jane Laver)",1,2,female,1,2,65,S
756,"Hamalainen, Master. Viljo",1,2,male,1,1,14.5,S
